id,Tipo de inmueble,Operación,Precio,Estado,Delegación,Colonia,Núm. de recamaras,Núm. de baños,Estacionamientos,m2 de construcción,m2 de terreno,Niveles,Antigüedad,fecha_captura
64178tc,DEPARTAMENTO,RENTA,"$28,500 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,2,2,1,90,,5,MAS DE 30,2025-05-16 01:34:10
64191tc,DEPARTAMENTO,RENTA,"$6,000 MXN",CDMX,TLALPAN,Tlalpan Centro,1,1,,38,,,,2025-05-16 01:34:13
64196tc,OFICINA,RENTA,"$22,000 MXN",CDMX,BENITO JUAREZ,Napoles,,1,1,75,,,,2025-05-16 01:34:17
64199tc,CONSULTORIO,RENTA,"$29,000 MXN",CDMX,COYOACAN,Olimpica,,2,2,110,,,,2025-05-16 01:34:19
64215tc,DEPARTAMENTO,RENTA,"$5,000 MXN",CDMX,TLAHUAC,Zapotitla,2,1,,44,,,,2025-05-16 01:34:23
64231tc,LOCAL COMERCIAL,RENTA,"$9,500 MXN",CDMX,IZTAPALAPA,Escuadron 201,,SI,,125,,,ENTRE 16 - 20 AÑOS,2025-05-16 01:34:26
64350tc,DEPARTAMENTO,RENTA,"$10,500 MXN",CDMX,IZTACALCO,Gabriel Ramos Millan,2,1,1,56,,5,ENTRE 6 - 10 AÑOS,2025-05-16 01:34:29
64141tc,DEPARTAMENTO,RENTA,"$15,000 MXN",CDMX,CUAUHTEMOC,Obrera,2,1,1,72,,4,ENTRE 0 - 5 AÑOS,2025-05-16 01:34:33
64154tc,LOCAL COMERCIAL,RENTA,"$4,000 MXN",CDMX,XOCHIMILCO,Ampliacion San Marcos Norte,,SI,,,,,,2025-05-16 01:34:35
64104tc,DEPARTAMENTO,RENTA,"$7,950 MXN",CDMX,CUAUHTEMOC,Doctores,1,1,,40,,3,MAS DE 30,2025-05-16 01:34:39
64118tc,CASA,RENTA,"$25,000 MXN",CDMX,COYOACAN,Presidentes Ejidales 1a Seccion,3,SI,2,150,,,,2025-05-16 01:34:41
64080tc,LOCAL COMERCIAL,RENTA,"$14,310 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,,SI,,,,,MAS DE 30,2025-05-16 01:34:45
64109tc,DEPARTAMENTO,RENTA,"$16,000 MXN",CDMX,VENUSTIANO CARRANZA,Jardin Balbuena,1,1,,36,,3,ENTRE 0 - 5 AÑOS,2025-05-16 01:34:48
64110tc,DEPARTAMENTO,RENTA,"$16,000 MXN",CDMX,VENUSTIANO CARRANZA,Jardin Balbuena,1,1,,36,,3,ENTRE 0 - 5 AÑOS,2025-05-16 01:34:52
64125tc,DEPARTAMENTO,RENTA,"$15,500 MXN",CDMX,BENITO JUAREZ,Moderna,2,1,1,60,,16,ENTRE 16 - 20 AÑOS,2025-05-16 01:34:55
64023tc,DEPARTAMENTO,RENTA,"$18,000 MXN",CDMX,MIGUEL HIDALGO,Escandon Ii Seccion,2,SI,1,67,,5,ENTRE 16 - 20 AÑOS,2025-05-16 01:34:59
64032tc,DEPARTAMENTO,RENTA,"$14,700 MXN",CDMX,TLALPAN,Tlalpan Centro,2,1,1,78,,,,2025-05-16 01:35:03
64038tc,DEPARTAMENTO,RENTA,"$13,000 MXN",CDMX,COYOACAN,Viejo Ejido De Santa Ursula Coapa,2,,1,87,,2,,2025-05-16 01:35:06
64052tc,DEPARTAMENTO,RENTA,"$20,000 MXN",CDMX,CUAUHTEMOC,Centro (area 1),2,2,,80,,7,ENTRE 0 - 5 AÑOS,2025-05-16 01:35:08
64054tc,LOCAL COMERCIAL,RENTA,"$25,000 MXN",CDMX,GUSTAVO A. MADERO,Guadalupe Tepeyac,,2,,95,,,,2025-05-16 01:35:12
64078tc,DEPARTAMENTO,RENTA,"$22,000 MXN",CDMX,BENITO JUAREZ,Napoles,2,1,1,80,,,,2025-05-16 01:35:15
64083tc,DEPARTAMENTO,RENTA,"$16,500 MXN",CDMX,IZTACALCO,Granjas Mexico,2,1,1,60,,4,ENTRE 0 - 5 AÑOS,2025-05-16 01:35:19
64398tc,DEPARTAMENTO,RENTA,"$9,500 MXN",CDMX,TLALPAN,Villa Lazaro Cardenas,2,1,1,52,,,,2025-05-16 01:35:21
64155tc,OFICINA,RENTA,"$37,000 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,,SI,1,150,,10,MAS DE 30,2025-05-16 01:35:25
64001tc,DEPARTAMENTO,RENTA,"$13,300 MXN",CDMX,TLALPAN,Miguel Hidalgo 3a Seccion,3,2,1,100,,2,ENTRE 6 - 10 AÑOS,2025-05-16 01:35:29
64014tc,DEPARTAMENTO,RENTA,"$11,500 MXN",CDMX,IZTACALCO,Viaducto Piedad,2,1,1,65,,,,2025-05-16 01:35:32
64015tc,DEPARTAMENTO,RENTA,"$8,500 MXN",CDMX,IZTACALCO,Santa Anita,2,1,1,47,,,,2025-05-16 01:35:35
64036tc,DEPARTAMENTO,RENTA,"$7,000 MXN",CDMX,IZTAPALAPA,Progresista,2,1,1,63,,4,ENTRE 21 - 30 AÑOS,2025-05-16 01:35:38
64092tc,DEPARTAMENTO,RENTA,"$45,000 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,3,SI,2,240,,4,MAS DE 30,2025-05-16 01:35:41
64179tc,CASA,RENTA,"$25,000 MXN",CDMX,ALVARO OBREGON,Cove,5,2,,215,,2,ENTRE 21 - 30 AÑOS,2025-05-16 01:35:44
63931tc,CASA EN CONDOMINIO,RENTA,"$25,000 MXN",CDMX,ALVARO OBREGON,Tetelpan,3,2,2,220,,,ENTRE 11 - 15 AÑOS,2025-05-16 01:35:48
63933tc,CASA,RENTA,"$70,000 MXN",CDMX,ALVARO OBREGON,Tetelpan,3,3,2,1400,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:35:50
64456tc,CASA,RENTA,"$38,500 MXN",CDMX,COYOACAN,Del Carmen,3,2,3,300,,1,MAS DE 30,2025-05-16 01:35:54
63968tc,DEPARTAMENTO,RENTA,"$20,500 MXN",CDMX,BENITO JUAREZ,Napoles,1,SI,1,65,,,,2025-05-16 01:35:57
64046tc,OFICINA,RENTA,"$11,950 MXN",CDMX,COYOACAN,Pedregal De Santa Ursula,,2,,,,1,,2025-05-16 01:36:01
64332tc,DEPARTAMENTO,RENTA,"$25,000 MXN",CDMX,CUAUHTEMOC,Roma Norte,2,1,,50,,4,ENTRE 0 - 5 AÑOS,2025-05-16 01:36:03
64094tc,DEPARTAMENTO,RENTA,"$25,000 MXN",CDMX,BENITO JUAREZ,Acacias,2,2,1,97,,6,ENTRE 16 - 20 AÑOS,2025-05-16 01:36:07
63914tc,DEPARTAMENTO,RENTA,"$7,500 MXN",CDMX,IZTAPALAPA,Lomas Estrella,2,1,1,45,,5,,2025-05-16 01:36:10
63924tc,DEPARTAMENTO,RENTA,"$14,500 MXN",CDMX,ALVARO OBREGON,Lomas De Los Angeles Del Pueblo Tetelpan,1,SI,1,110,,2,ENTRE 11 - 15 AÑOS,2025-05-16 01:36:13
64047tc,DEPARTAMENTO,RENTA,"$25,000 MXN",CDMX,ALVARO OBREGON,Las Aguilas,2,2,2,113,,4,ENTRE 6 - 10 AÑOS,2025-05-16 01:36:17
64101tc,DEPARTAMENTO,RENTA,"$16,000 MXN",CDMX,CUAUHTEMOC,Roma Norte,1,1,,42,,4,MAS DE 30,2025-05-16 01:36:20
63887tc,OFICINA,RENTA,"$9,000 MXN",CDMX,CUAUHTEMOC,Roma Sur,,SI,,,,6,MAS DE 30,2025-05-16 01:36:23
63899tc,LOCAL COMERCIAL,RENTA,"$27,000 MXN",CDMX,COYOACAN,Pedregal De Santo Domingo,,SI,1,40,,,,2025-05-16 01:36:25
63949tc,DEPARTAMENTO,RENTA,"$17,000 MXN",CDMX,CUAUHTEMOC,San Rafael,3,2,1,75,,,,2025-05-16 01:36:28
64003tc,OFICINA,RENTA,"$11,500 MXN",CDMX,CUAUHTEMOC,San Rafael,,,,,,,,2025-05-16 01:36:32
64007tc,OFICINA,RENTA,"$14,000 MXN",CDMX,CUAUHTEMOC,San Rafael,,,,,,,,2025-05-16 01:36:34
64042tc,DEPARTAMENTO,RENTA,"$12,000 MXN",CDMX,ALVARO OBREGON,Carola,2,SI,1,67,,6,ENTRE 21 - 30 AÑOS,2025-05-16 01:36:37
64298tc,CASA,RENTA,"$10,000 MXN",CDMX,COYOACAN,Ajusco,2,1,,50,,1,ENTRE 16 - 20 AÑOS,2025-05-16 01:36:40
63877tc,LOCAL COMERCIAL,RENTA,"$15,000 MXN",CDMX,COYOACAN,Paseos De TaxqueÑa,,SI,,,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:36:44
63879tc,OFICINA,RENTA,"$5,000 MXN",CDMX,CUAUHTEMOC,San Rafael,,,,,,,,2025-05-16 01:36:48
63892tc,DEPARTAMENTO,RENTA,"$14,000 MXN",CDMX,CUAUHTEMOC,Santa Maria La Ribera,2,1,1,68,,5,MAS DE 30,2025-05-16 01:36:51
64432tc,TERRENO,RENTA,"$49,900 MXN",CDMX,XOCHIMILCO,Ampliacion San Marcos Norte,,,,1200,,,,2025-05-16 01:36:54
63978tc,OFICINA,RENTA,"$5,000 MXN",CDMX,CUAUHTEMOC,San Rafael,,,,,,,,2025-05-16 01:36:58
63981tc,OFICINA,RENTA,"$5,500 MXN",CDMX,CUAUHTEMOC,San Rafael,,,,,,,,2025-05-16 01:37:00
63985tc,OFICINA,RENTA,"$7,500 MXN",CDMX,CUAUHTEMOC,San Rafael,,,,,,,,2025-05-16 01:37:03
63999tc,OFICINA,RENTA,"$10,000 MXN",CDMX,CUAUHTEMOC,San Rafael,,,,,,,,2025-05-16 01:37:05
64261tc,DEPARTAMENTO,RENTA,"$17,500 MXN",CDMX,TLALPAN,Prado Coapa 1a Seccion,3,SI,1,92,,4,MAS DE 30,2025-05-16 01:37:08
63843tc,OFICINA,RENTA,"$13,560 MXN",CDMX,BENITO JUAREZ,Napoles,,1,,,,7,MAS DE 30,2025-05-16 01:37:10
64271tc,DEPARTAMENTO,RENTA,"$22,000 MXN",CDMX,BENITO JUAREZ,General Pedro Maria Anaya,3,2,1,123,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:37:13
63778tc,CONSULTORIO,RENTA,"$11,800 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,,SI,1,13,,,,2025-05-16 01:37:17
63782tc,DEPARTAMENTO,RENTA,"$8,000 MXN",CDMX,COYOACAN,Culhuacan Ctm Seccion Vi,3,1,,92,,5,MAS DE 30,2025-05-16 01:37:20
63785tc,DEPARTAMENTO,RENTA,"$23,000 MXN",CDMX,ALVARO OBREGON,Tetelpan,2,2,2,110,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:37:22
63791tc,CASA,RENTA,"$197,000 MXN",CDMX,MIGUEL HIDALGO,Anzures,12,5,8,320,,,,2025-05-16 01:37:25
63833tc,OFICINA,RENTA,"$20,000 MXN",CDMX,BENITO JUAREZ,Santa Cruz Atoyac,,SI,1,41,,7,ENTRE 0 - 5 AÑOS,2025-05-16 01:37:28
63852tc,BODEGA,RENTA,"$75,000 MXN",CDMX,TLAHUAC,Zapotitla,,,,500,,,,2025-05-16 01:37:30
63759tc,CASA,RENTA,"$5,000 MXN",CDMX,LA MAGDALENA CONTRERAS,Los Padres,1,SI,,90,,1,MAS DE 30,2025-05-16 01:37:32
63763tc,OFICINA,RENTA,"$8,500 MXN",CDMX,CUAUHTEMOC,Centro (area 8),,1,,40,,11,MAS DE 30,2025-05-16 01:37:35
63765tc,LOCAL COMERCIAL,RENTA,"$37,000 MXN",CDMX,TLALPAN,Toriello Guerra,,1,,80,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:37:38
63767tc,CONSULTORIO,RENTA,"$9,700 MXN",CDMX,MIGUEL HIDALGO,Veronica Anzures,,1,,7,,,,2025-05-16 01:37:40
63768tc,CONSULTORIO,RENTA,"$12,000 MXN",CDMX,MIGUEL HIDALGO,Veronica Anzures,,1,,9,,,,2025-05-16 01:37:43
63769tc,CONSULTORIO,RENTA,"$15,000 MXN",CDMX,MIGUEL HIDALGO,Veronica Anzures,,1,,17,,,,2025-05-16 01:37:46
63775tc,LOCAL COMERCIAL,RENTA,"$58,000 MXN",CDMX,ALVARO OBREGON,Guadalupe Inn,,SI,,152,,,MAS DE 30,2025-05-16 01:37:49
63777tc,LOCAL COMERCIAL,RENTA,"$8,900 MXN",CDMX,COYOACAN,Pedregal De Santa Ursula,,,,40,,,,2025-05-16 01:37:52
63847tc,DEPARTAMENTO,RENTA,"$10,000 MXN",CDMX,IZTACALCO,Agricola Oriental,2,2,1,60,,6,ENTRE 6 - 10 AÑOS,2025-05-16 01:37:55
63897tc,CONSULTORIO,RENTA,"$7,950 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,,1,3,7,,,,2025-05-16 01:37:58
63901tc,CONSULTORIO,RENTA,"$9,800 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,,SI,3,9,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:38:01
63749tc,CASA,RENTA,"$15,000 MXN",CDMX,TLALPAN,Narciso Mendoza,3,SI,,90,,,,2025-05-16 01:38:04
63752tc,OFICINA,RENTA,"$6,000 MXN",CDMX,BENITO JUAREZ,Americas Unidas,,SI,,30,,2,,2025-05-16 01:38:07
63753tc,OFICINA,RENTA,"$14,000 MXN",CDMX,BENITO JUAREZ,Americas Unidas,,SI,,75,,,,2025-05-16 01:38:10
63814tc,DEPARTAMENTO,RENTA,"$13,500 MXN",CDMX,COYOACAN,Pedregal De La Zorra,3,2,1,77,,,,2025-05-16 01:38:12
63736tc,DEPARTAMENTO,RENTA,"$7,000 MXN",CDMX,ALVARO OBREGON,Tetelpan,1,1,,30,,,,2025-05-16 01:38:15
63740tc,LOCAL COMERCIAL,RENTA,"$27,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iv Seccion,,SI,,115,,,,2025-05-16 01:38:18
63853tc,CASA,RENTA,"$20,000 MXN",CDMX,COYOACAN,San Diego Churubusco,1,1,1,107,,,,2025-05-16 01:38:21
63934tc,CONSULTORIO,RENTA,"$30,000 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Norte,,SI,,,,,,2025-05-16 01:38:24
63706tc,OFICINA,RENTA,"$9,000 MXN",CDMX,ALVARO OBREGON,Las Aguilas,,SI,,26,,,,2025-05-16 01:38:26
63719tc,CASA,RENTA,"$18,500 MXN",CDMX,XOCHIMILCO,Santa Cruz Xochitepec,3,SI,2,130,,2,ENTRE 21 - 30 AÑOS,2025-05-16 01:38:29
63723tc,DEPARTAMENTO,RENTA,"$3,900 MXN",CDMX,XOCHIMILCO,San Lucas Xochimanca,1,1,,50,,2,,2025-05-16 01:38:33
63724tc,OFICINA,RENTA,"$7,000 MXN",CDMX,ALVARO OBREGON,Las Aguilas,,,,,,,,2025-05-16 01:38:36
63998tc,CONSULTORIO,RENTA,"$28,000 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Norte,,SI,1,,,,,2025-05-16 01:38:39
63900tc,CONSULTORIO,RENTA,"$9,950 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,,1,3,,,,,2025-05-16 01:38:43
63923tc,CONSULTORIO,RENTA,"$50,000 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Norte,,SI,1,,,,,2025-05-16 01:38:47
63691tc,OFICINA,RENTA,"$23,000 MXN",CDMX,COYOACAN,Campestre Churubusco,,6,,60,,2,ENTRE 11 - 15 AÑOS,2025-05-16 01:38:50
63695tc,DEPARTAMENTO,RENTA,"$13,000 MXN",CDMX,CUAUHTEMOC,Doctores,2,1,,56,,5,ENTRE 11 - 15 AÑOS,2025-05-16 01:38:53
63696tc,CONSULTORIO,RENTA,"$65,000 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Norte,,1,1,,,,,2025-05-16 01:38:56
63698tc,DEPARTAMENTO,RENTA,"$15,000 MXN",CDMX,CUAUHTEMOC,Doctores,2,1,1,52,,4,ENTRE 11 - 15 AÑOS,2025-05-16 01:39:00
63701tc,LOCAL COMERCIAL,RENTA,"$38,000 MXN",CDMX,ALVARO OBREGON,Florida,,SI,2,50,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:39:03
63703tc,LOCAL COMERCIAL,RENTA,"$120,000 MXN",CDMX,XOCHIMILCO,Barrio Xaltocan,,1,5,270,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:39:06
63649tc,DEPARTAMENTO,RENTA,"$30,000 MXN",CDMX,BENITO JUAREZ,Del Valle Sur,2,2,2,90,,22,,2025-05-16 01:39:08
63658tc,BODEGA,RENTA,"$27,700 MXN",CDMX,CUAUHTEMOC,Obrera,,,,125,,,,2025-05-16 01:39:12
63659tc,LOCAL COMERCIAL,RENTA,"$5,000 MXN",CDMX,TLALPAN,Miguel Hidalgo 2a Seccion,,SI,,22,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:39:15
63660tc,DEPARTAMENTO,RENTA,"$8,800 MXN",CDMX,CUAUHTEMOC,Doctores,1,1,,54,,2,ENTRE 0 - 5 AÑOS,2025-05-16 01:39:18
63665tc,BODEGA,RENTA,"$25,000 MXN",CDMX,TLALPAN,Pedregal De San Nicolas 3a Seccion,,,,150,,,,2025-05-16 01:39:21
63671tc,LOCAL COMERCIAL,RENTA,"$11,000 MXN",CDMX,COYOACAN,Ajusco,,SI,,30,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:39:25
64279tc,DEPARTAMENTO,RENTA,"$19,000 MXN",CDMX,BENITO JUAREZ,Ampliacion Napoles,1,1,,52,,7,MAS DE 30,2025-05-16 01:39:28
64538tc,TERRENO,RENTA,"$45,000 MXN",CDMX,ALVARO OBREGON,Olivar Del Conde 1a Seccion,,,,200,,,,2025-05-16 01:39:30
63816tc,BODEGA,RENTA,"$6,950 MXN",CDMX,COYOACAN,Pedregal De Santa Ursula,,,,40,,,,2025-05-16 01:39:35
63619tc,DEPARTAMENTO,RENTA,"$16,800 MXN",CDMX,COYOACAN,Ex-ejido De San Francisco Culhuacan,1,1,1,110,,3,ENTRE 21 - 30 AÑOS,2025-05-16 01:39:37
63622tc,DEPARTAMENTO,RENTA,"$22,000 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,2,2,1,75,,4,ENTRE 6 - 10 AÑOS,2025-05-16 01:39:41
63636tc,DEPARTAMENTO,RENTA,"$13,000 MXN",CDMX,IZTACALCO,Agricola Oriental,3,2,1,85,,2,ENTRE 6 - 10 AÑOS,2025-05-16 01:39:43
63638tc,DEPARTAMENTO,RENTA,"$20,000 MXN",CDMX,BENITO JUAREZ,Narvarte Oriente,2,1,1,81,,3,ENTRE 11 - 15 AÑOS,2025-05-16 01:39:46
63642tc,CASA,RENTA,"$35,000 MXN",CDMX,ALVARO OBREGON,Cove,6,SI,4,300,,2,MAS DE 30,2025-05-16 01:39:49
63501tc,CASA,RENTA,"$50,000 MXN",CDMX,MIGUEL HIDALGO,Veronica Anzures,5,3,1,180,,,ENTRE 16 - 20 AÑOS,2025-05-16 01:39:53
63506tc,LOCAL COMERCIAL,RENTA,"$10,700 MXN",CDMX,IZTAPALAPA,San Andres Tetepilco,,SI,,25,,,,2025-05-16 01:39:57
63514tc,DEPARTAMENTO,RENTA,"$9,000 MXN",CDMX,IZTACALCO,Agricola Oriental,2,1,1,53,,6,ENTRE 6 - 10 AÑOS,2025-05-16 01:40:00
63520tc,DEPARTAMENTO,RENTA,"$14,000 MXN",CDMX,MIGUEL HIDALGO,Escandon I Seccion,1,1,,50,,,ENTRE 16 - 20 AÑOS,2025-05-16 01:40:03
63521tc,DEPARTAMENTO,RENTA,"$50,000 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,4,4,1,220,,,MAS DE 30,2025-05-16 01:40:07
63559tc,OFICINA,RENTA,"$20,000 MXN",CDMX,BENITO JUAREZ,Independencia,,SI,,,,4,ENTRE 21 - 30 AÑOS,2025-05-16 01:40:10
63562tc,OFICINA,RENTA,"$5,500 MXN",CDMX,BENITO JUAREZ,Independencia,,SI,,,,4,ENTRE 21 - 30 AÑOS,2025-05-16 01:40:14
63563tc,OFICINA,RENTA,"$7,000 MXN",CDMX,BENITO JUAREZ,Independencia,,SI,,,,4,,2025-05-16 01:40:17
63566tc,CONSULTORIO,RENTA,"$9,300 MXN",CDMX,BENITO JUAREZ,Del Valle Norte,,SI,,18,,,MAS DE 30,2025-05-16 01:40:20
63571tc,CONSULTORIO,RENTA,"$8,500 MXN",CDMX,BENITO JUAREZ,Del Valle Norte,,,,15,,,MAS DE 30,2025-05-16 01:40:24
63575tc,LOCAL COMERCIAL,RENTA,"$3,500 MXN",CDMX,TLALPAN,Cruz Del Farol,,SI,,12,,,,2025-05-16 01:40:27
63582tc,CASA,RENTA,"$65,000 MXN",CDMX,LA MAGDALENA CONTRERAS,San Jeronimo Lidice,5,SI,3,505,,2,,2025-05-16 01:40:29
63468tc,CASA,RENTA,"$23,000 MXN",CDMX,IZTAPALAPA,Jacarandas,4,SI,5,220,,2,,2025-05-16 01:40:32
63485tc,LOCAL COMERCIAL,RENTA,"$6,000 MXN",CDMX,TLALPAN,Miguel Hidalgo 1a Seccion,,SI,,25,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:40:36
63435tc,CASA,RENTA,"$13,000 MXN",CDMX,MIGUEL HIDALGO,Ampliacion Daniel Garza,2,1,1,,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:40:39
63442tc,LOCAL COMERCIAL,RENTA,"$30,000 MXN",CDMX,CUAUHTEMOC,Roma Sur,,1,,165,,,ENTRE 0 - 5 AÑOS,2025-05-16 01:40:42
63452tc,CASA,RENTA,"$45,000 MXN",CDMX,COYOACAN,Barrio Del NiÑo Jesus,4,SI,4,320,,2,ENTRE 21 - 30 AÑOS,2025-05-16 01:40:46
63453tc,DEPARTAMENTO,RENTA,"$26,000 MXN",CDMX,BENITO JUAREZ,Del Valle Norte,3,2,1,130,,1,MAS DE 30,2025-05-16 01:40:48
63458tc,OFICINA,RENTA,"$10,500 MXN",CDMX,IZTAPALAPA,Escuadron 201,,1,,90,,2,ENTRE 21 - 30 AÑOS,2025-05-16 01:40:51
63407tc,LOCAL COMERCIAL,RENTA,"$35,000 MXN",CDMX,CUAUHTEMOC,Obrera,,2,,,,,,2025-05-16 01:40:53
63408tc,PENT HOUSE,RENTA,"$20,000 MXN",CDMX,MIGUEL HIDALGO,Observatorio,1,2,,150,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:40:56
63412tc,CASA,RENTA,"$17,500 MXN",CDMX,XOCHIMILCO,Nativitas,4,SI,3,130,,3,,2025-05-16 01:41:00
63422tc,DEPARTAMENTO,RENTA,"$11,000 MXN",CDMX,XOCHIMILCO,Santa Cruz Xochitepec,2,SI,1,85,,1,ENTRE 0 - 5 AÑOS,2025-05-16 01:41:04
63424tc,LOCAL COMERCIAL,RENTA,"$10,000 MXN",CDMX,COYOACAN,Ajusco,,SI,,25,,,MAS DE 30,2025-05-16 01:41:07
63375tc,DEPARTAMENTO,RENTA,"$11,000 MXN",CDMX,IZTACALCO,Agricola Oriental,2,2,1,65,,6,ENTRE 0 - 5 AÑOS,2025-05-16 01:41:10
63376tc,CASA EN CONDOMINIO,RENTA,"$25,900 MXN",CDMX,COYOACAN,Barrio La Concepcion,3,SI,1,75,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:41:13
63389tc,DEPARTAMENTO,RENTA,"$19,000 MXN",CDMX,CUAUHTEMOC,Tabacalera,1,2,1,80,,6,ENTRE 6 - 10 AÑOS,2025-05-16 01:41:16
63390tc,LOCAL COMERCIAL,RENTA,"$12,000 MXN",CDMX,BENITO JUAREZ,Albert,,SI,,36,,,ENTRE 0 - 5 AÑOS,2025-05-16 01:41:20
63392tc,OFICINA,RENTA,"$15,000 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Norte,,3,1,,,6,ENTRE 21 - 30 AÑOS,2025-05-16 01:41:22
63396tc,DEPARTAMENTO,RENTA,"$8,000 MXN",CDMX,COYOACAN,Pedregal De Santo Domingo,1,1,,40,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:41:24
63397tc,BODEGA,RENTA,"$16,000 MXN",CDMX,ALVARO OBREGON,Bosques De Tarango,,,,128,,,,2025-05-16 01:41:27
64989tc,DEPARTAMENTO,RENTA,"$30,000 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,2,3,2,132,,4,ENTRE 11 - 15 AÑOS,2025-05-16 01:41:30
63786tc,OFICINA,RENTA,"$13,500 MXN",CDMX,CUAUHTEMOC,Roma Sur,,SI,1,,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:41:33
63322tc,DEPARTAMENTO,RENTA,"$12,000 MXN",CDMX,TLALPAN,Ejidos De San Pedro Martir,2,2,1,65,,4,,2025-05-16 01:41:36
63331tc,DEPARTAMENTO,RENTA,"$23,000 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,2,1,,75,,5,,2025-05-16 01:41:40
63336tc,DEPARTAMENTO,RENTA,"$9,000 MXN",CDMX,IZTACALCO,Agricola Oriental,2,1,1,60,,5,ENTRE 11 - 15 AÑOS,2025-05-16 01:41:43
63347tc,DEPARTAMENTO,RENTA,"$26,000 MXN",CDMX,CUAUHTEMOC,Hipodromo Condesa,3,SI,2,130,,4,MAS DE 30,2025-05-16 01:41:46
63357tc,OFICINA,RENTA,"$17,000 MXN",CDMX,VENUSTIANO CARRANZA,Moctezuma 2a Seccion,,SI,6,,,,,2025-05-16 01:41:49
63359tc,OFICINA,RENTA,"$12,000 MXN",CDMX,CUAUHTEMOC,Hipodromo Condesa,,SI,,60,,10,ENTRE 21 - 30 AÑOS,2025-05-16 01:41:53
63364tc,DEPARTAMENTO,RENTA,"$9,500 MXN",CDMX,BENITO JUAREZ,Merced Gomez,1,1,1,33,,4,MAS DE 30,2025-05-16 01:41:55
63270tc,BODEGA,RENTA,"$60,000 MXN",CDMX,IZTAPALAPA,Escuadron 201,,,,300,,,,2025-05-16 01:41:57
63275tc,LOCAL COMERCIAL,RENTA,"$20,000 MXN",CDMX,IZTAPALAPA,Escuadron 201,,1,,50,,,ENTRE 16 - 20 AÑOS,2025-05-16 01:42:00
63284tc,DEPARTAMENTO,RENTA,"$23,000 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,2,1,,75,,5,,2025-05-16 01:42:04
63291tc,DEPARTAMENTO,RENTA,"$13,500 MXN",CDMX,CUAUHTEMOC,Doctores,2,1,,59,,6,ENTRE 16 - 20 AÑOS,2025-05-16 01:42:07
63300tc,DEPARTAMENTO,RENTA,"$19,100 MXN",CDMX,CUAUHTEMOC,Roma Sur,1,1,,28,,7,ENTRE 0 - 5 AÑOS,2025-05-16 01:42:09
63303tc,DEPARTAMENTO,RENTA,"$19,600 MXN",CDMX,CUAUHTEMOC,Roma Sur,1,1,,35,,7,ENTRE 0 - 5 AÑOS,2025-05-16 01:42:12
63306tc,DEPARTAMENTO,RENTA,"$9,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,2,1,1,58,,,,2025-05-16 01:42:15
63216tc,LOCAL COMERCIAL,RENTA,"$120,000 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,,SI,5,268,,,MAS DE 30,2025-05-16 01:42:19
63223tc,CONSULTORIO,RENTA,"$15,000 MXN",CDMX,COYOACAN,Del Carmen,,SI,,15,,,,2025-05-16 01:42:22
63190tc,LOCAL COMERCIAL,RENTA,"$11,500 MXN",CDMX,IZTAPALAPA,El RetoÑo,,SI,,32,,,,2025-05-16 01:42:25
63198tc,BODEGA,RENTA,"$32,500 MXN",CDMX,IZTACALCO,Reforma Iztaccihuatl Sur,,,,150,,,,2025-05-16 01:42:28
